"lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all"
"female","~~","poverty_rate","",-0.0191773846823263,0.0101597749662297,-1.88757967042286,0.0590824014216749,-0.0390901777071682,0.000735408342515599,-0.0191773846823263,-0.0356565611344189
"female","~~","mode_pt","",-0.00840727392141275,0.00487111894940398,-1.72594305512524,0.0843576578804217,-0.0179544916266551,0.00113994378382962,-0.00840727392141275,-0.0344770801873609
"female","~~","pt_sub","",0.000630592989414685,0.00478632269949059,0.131748949873731,0.895182866544103,-0.0087504271199734,0.0100116130988028,0.000630592989414685,0.00262775031324614
"female","~~","active_mode","",-0.0178911851921358,0.00496047896135336,-3.60674550411853,0.000310061494919189,-0.027613545302457,-0.00816882508181454,-0.0178911851921358,-0.0737888992146468
"female","~~","hh_6","",-0.0167632868691421,0.00490660797798531,-3.41647161223287,0.000634382775516196,-0.0263800617922502,-0.007146511946034,-0.0167632868691421,-0.0671823754122828
"edu_high","~~","edu_high","",0.232142561399921,0.0017950510697554,129.323652853817,0,0.228624325952791,0.235660796847052,0.232142561399921,1
"edu_high","~~","poverty_rate","",-0.0767608529977127,0.010113445455981,-7.58998042079884,3.19744231092045e-14,-0.0965828418510457,-0.0569388641443797,-0.0767608529977127,-0.147957825097783
"edu_high","~~","mode_pt","",0.035792713327255,0.00487060830587267,7.34871520752314,2.00062189037453e-13,0.0262464964649429,0.045338930189567,0.035792713327255,0.152166122575388
"edu_high","~~","pt_sub","",0.0208044667933074,0.00477908408663301,4.35323304971701,1.34144415437909e-05,0.0114376341044182,0.0301712994821966,0.0208044667933074,0.0898751480383652
"edu_high","~~","active_mode","",0.0422240502480596,0.00481330168547602,8.772367286985,0,0.0327901522978007,0.0516579481983186,0.0422240502480596,0.180534364273038
"edu_high","~~","hh_6","",-0.0040167944082724,0.00489944513229759,-0.819846798935113,0.412303448404589,-0.0136195304118057,0.00558594159526095,-0.0040167944082724,-0.0166887516914813
"poverty_rate","~~","poverty_rate","",1.15944174997733,0.0394634287964402,29.3801574099895,0,1.08209485082984,1.23678864912481,1.15944174997733,1
"poverty_rate","~~","mode_pt","",0.0518516921032339,0.00942909729244254,5.49911518516128,3.81701743545904e-08,0.0333710010033224,0.0703323832031454,0.0518516921032339,0.0986368522513151
"poverty_rate","~~","pt_sub","",0.0490563324839224,0.00937283047798318,5.23388666840353,1.65982246169705e-07,0.0306859223138761,0.0674267426539688,0.0490563324839224,0.0948267845614267
"poverty_rate","~~","active_mode","",-0.00259577428721732,0.0100728025905751,-0.257701296523584,0.79663744541393,-0.0223381045881263,0.0171465560136917,-0.00259577428721732,-0.00496615003501706
"poverty_rate","~~","hh_6","",-0.0341872666211349,0.00972227960469514,-3.51638381235457,0.000437468082579384,-0.0532425844939657,-0.0151319487483042,-0.0341872666211349,-0.0635567303177027
"mode_pt","~~","mode_pt","",0.238340871798565,0.00243692354904407,97.8040004135783,0,0.233564589409361,0.243117154187769,0.238340871798565,1
"mode_pt","~~","pt_sub","",0.0990869443973915,0.00456621311941098,21.7000262156343,0,0.0901373311376116,0.108036557657171,0.0990869443973915,0.422452212954946
"mode_pt","~~","active_mode","",0.148265490109197,0.00329144239198179,45.0457496902825,0,0.141814381563724,0.154716598654669,0.148265490109197,0.625630903761641
"mode_pt","~~","hh_6","",-0.0369152531980456,0.00467826587025471,-7.89079847572573,3.10862446895044e-15,-0.0460844858138478,-0.0277460205822434,-0.0369152531980456,-0.151365961839714
"pt_sub","~~","pt_sub","",0.230823046958939,0.00305029181929157,75.6724473045822,0,0.224844584850791,0.236801509067088,0.230823046958939,1
"pt_sub","~~","active_mode","",0.0253819366193257,0.00459151911729907,5.52800412475609,3.238944379369e-08,0.0163827245150924,0.034381148723559,0.0253819366193257,0.108833487934412
"pt_sub","~~","hh_6","",-0.0406184735012145,0.00467645541698582,-8.68573949271068,0,-0.049784157693814,-0.0314527893086151,-0.0406184735012145,-0.16924102554047
"active_mode","~~","active_mode","",0.235637955193622,0.00200191923554254,117.706024803624,0,0.231714265592001,0.239561644795243,0.235637955193622,1
"active_mode","~~","hh_6","",0.000449095375091644,0.00470534625957194,0.0954436401312789,0.923962454454905,-0.00877321382845961,0.0096714045786429,0.000449095375091644,0.00185198555535491
"hh_6","~~","hh_6","",0.249549514740893,0.00203370479838194,122.706852508506,0,0.245563526580878,0.253535502900908,0.249549514740893,1
"indirect",":=","a*b","indirect",-0.0231323385171819,0.00732812877063964,-3.15665011371828,0.00159592717498214,-0.0374952069817073,-0.00876947005265637,-0.0421459685336502,-0.0429874090039567
"direct",":=","c","direct",0.0972137615505493,0.0203238594421577,4.78323331389013,1.72497705408503e-06,0.0573797290170658,0.137047794084033,0.177118631231512,0.180654788770387
"total",":=","c+a*b","total",0.0740814230333674,0.0172044342670123,4.30594937814438,1.66271080013214e-05,0.0403613514956366,0.107801494571098,0.134972662697861,0.13766737976643
"direct_div",":=","c*1","direct_div",0.0972137615505493,0.0203238594421577,4.78323331389013,1.72497705408503e-06,0.0573797290170658,0.137047794084033,0.177118631231512,0.180654788770387
"direct_dur",":=","c*lam2","direct_dur",0.0913053327735277,0.0191972381579422,4.75617023773564,1.97300108029097e-06,0.0536794373813229,0.128931228165733,0.0913053327735277,0.0978714621476073
"indirect_div",":=","a*b*1","indirect_div",-0.0231323385171819,0.00732812877063964,-3.15665011371828,0.00159592717498214,-0.0374952069817073,-0.00876947005265637,-0.0421459685336502,-0.0429874090039567
"indirect_dur",":=","a*b*lam2","indirect_dur",-0.0217264082003753,0.00688556986418363,-3.15535367862414,0.00160303651085436,-0.0352218771472095,-0.00823093925354104,-0.0217264082003753,-0.0232888405659806
"total_div",":=","(c+a*b)*1","total_div",0.0740814230333674,0.0172044342670123,4.30594937814438,1.66271080013214e-05,0.0403613514956366,0.107801494571098,0.134972662697861,0.13766737976643
"total_dur",":=","(c+a*b)*lam2","total_dur",0.0695789245731524,0.0162527133657975,4.28106513707277,1.86000900359584e-05,0.0377241917251365,0.101433657421168,0.0695789245731524,0.0745826215816266
