primary,count,cumulative_count,cumulative_percent,tag
professional_services,79468,79468,3.7871462536713176,Civic and utility
restaurant,70266,149734,7.1357597667894135,Social & Leisure
beauty_and_spa,66047,215781,10.283311594144191,Social & Leisure
shopping,43384,259165,12.350830004941953,Essential needs
beauty_salon,40314,299479,14.272043752242821,Social & Leisure
active_life,37770,337249,16.072020019434216,Social & Leisure
automotive_repair,28720,365969,17.440707294883957,Essential needs
clothing_store,24627,390596,18.614337571085244,Essential needs
community_services_non_profits,24080,414676,19.7618998828133,Civic and utility
real_estate,23443,438119,20.87910516827181,Other
pharmacy,22660,460779,21.958995616102282,Health services
bakery,21885,482664,23.00195247624217,Essential needs
bar,19800,502464,23.94554607143385,Social & Leisure
hotel,19432,521896,24.87160216950277,Social & Leisure
pizza_restaurant,17995,539891,25.729176247557024,Social & Leisure
cafe,17432,557323,26.559919861263147,Social & Leisure
contractor,16990,574313,27.369599415925094,Civic and utility
hospital,16947,591260,28.177229752173243,Health services
education,16808,608068,28.97823587075818,Education
flowers_and_gifts_shop,16415,624483,29.760513086165822,Essential needs
construction_services,16328,640811,30.538644208503683,Civic and utility
sports_club_and_league,14610,655421,31.234901906773903,Social & Leisure
home_improvement_store,14328,669749,31.917720544748974,Essential needs
supermarket,14095,683844,32.589435278295774,Essential needs
church_cathedral,13303,697147,33.223406268034914,Social & Leisure
furniture_store,13282,710429,33.85637647668823,Essential needs
social_service_organizations,13249,723678,34.48777402934957,Civic and utility
elementary_school,13130,736808,35.113500489191324,Education
real_estate_agent,12560,749368,35.712062890989685,Other
eyewear_and_optician,12470,761838,36.30633623099172,Health services
health_and_medical,12429,774267,36.898655665064304,Health services
event_planning,11822,786089,37.46204776013279,Social & Leisure
physical_therapy,11598,797687,38.014764856952645,Health services
insurance_agency,11425,809112,38.55923742387511,Essential needs
french_restaurant,11384,820496,39.10175608486814,Social & Leisure
advertising_agency,11337,831833,39.64203490247865,Other
car_dealer,11053,842886,40.16877934730964,Essential needs
accommodation,10974,853860,40.6917589490083,Essential needs
dentist,10659,864519,41.19972683441981,Health services
bed_and_breakfast,10645,875164,41.70702753244079,Social & Leisure
bank_credit_union,10620,885784,42.213136824407236,Essential needs
naturopathic_holistic,10400,896184,42.708761743093774,Health services
automotive,10102,906286,43.190185101610254,Essential needs
gas_station,10099,916385,43.67146549140019,Essential needs
women's_clothing_store,9520,925905,44.125152916967096,Essential needs
jewelry_store,9500,935405,44.577887217690375,Social & Leisure
butcher_shop,9488,944893,45.03004964350748,Essential needs
grocery_store,8789,953682,45.448900356039786,Essential needs
hair_salon,8733,962415,45.86508231900993,Social & Leisure
shoe_store,8650,971065,46.27730881387902,Essential needs
wholesale_store,8541,979606,46.68434077835034,Essential needs
travel_services,8536,988142,47.09113446161075,Social & Leisure
driving_school,8490,996632,47.495735957730815,Education
electrician,8288,1004920,47.890710892930244,Civic and utility
home_cleaning,8246,1013166,48.28368426595805,Essential needs
retail,8054,1021220,48.66750764048703,Essential needs
employment_agencies,7928,1029148,49.04532632850115,Civic and utility
landmark_and_historical_building,7832,1036980,49.41857001726586,Social & Leisure
gym,7764,1044744,49.78857308156223,Social & Leisure
caterer,7666,1052410,50.15390583412482,Social & Leisure
carpenter,7639,1060049,50.51795186814852,Other
lawyer,7587,1067636,50.879519777578786,Civic and utility
tattoo_and_piercing,7427,1075063,51.233462688260026,Social & Leisure
veterinarian,7122,1082185,51.57287044507595,Health services
financial_service,7004,1089189,51.90665476531445,Essential needs
architectural_designer,6964,1096153,52.238532835865705,Other
landscaping,6958,1103111,52.570124968963874,Other
counseling_and_mental_health,6954,1110065,52.901526477093306,Health services
art_gallery,6951,1117016,53.23278501649621,Social & Leisure
winery,6949,1123965,53.563948243414735,Social & Leisure
transportation,6917,1130882,53.893586470583465,Civic and utility
business_management_services,6763,1137645,54.215885636456264,Civic and utility
industrial_equipment,6719,1144364,54.53608792767307,Civic and utility
roofing,6687,1151051,54.85476521914008,Essential needs
holiday_rental_home,6651,1157702,55.17172688588856,Social & Leisure
liquor_store,6628,1164330,55.48759245906686,Essential needs
it_service_and_computer_repair,6582,1170912,55.80126584510482,Civic and utility
engineering_services,6510,1177422,56.11150798170572,Civic and utility
painting,6492,1183914,56.420892305947355,Social & Leisure
fast_food_restaurant,6486,1190400,56.729990692735896,Essential needs
home_service,6482,1196882,57.03889845455572,Essential needs
freight_and_cargo_service,6449,1203331,57.34623356038355,Civic and utility
industrial_company,6344,1209675,57.64856476078234,Other
public_service_and_government,6333,1216008,57.950371742517135,Civic and utility
town_hall,6328,1222336,58.251940443041015,Civic and utility
school,6305,1228641,58.55241304999473,Education
hvac_services,6287,1234928,58.85202784458918,Civic and utility
accountant,6281,1241209,59.15135670173054,Civic and utility
plumbing,6241,1247450,59.448779309184644,Civic and utility
farm,6199,1253649,59.744200354467125,Essential needs
pub,6101,1259750,60.034951088015845,Social & Leisure
spas,6059,1265809,60.32370025939293,Social & Leisure
retirement_home,6015,1271824,60.61035255611403,Essential needs
coffee_shop,5780,1277604,60.88580563592251,Social & Leisure
funeral_services_and_cemeteries,5758,1283362,61.16021027840301,Civic and utility
fashion,5674,1289036,61.430611796540255,Social & Leisure
printing_services,5665,1294701,61.700584408497875,Civic and utility
information_technology_company,5618,1300319,61.96831717707296,Civic and utility
italian_restaurant,5593,1305912,62.23485853959352,Social & Leisure
nursery_and_gardening,5534,1311446,62.498588183825376,Other
campground,5492,1316938,62.760316265885606,Social & Leisure
web_designer,5482,1322420,63.021567785524034,Other
building_supply_store,5459,1327879,63.281723211592286,Essential needs
college_university,5398,1333277,63.53897160688747,Education
parking,5290,1338567,63.791073128027065,Civic and utility
marketing_agency,5205,1343772,64.03912386858124,Other
bookstore,5181,1348953,64.28603085932306,Social & Leisure
software_development,5121,1354074,64.530078475534,Civic and utility
graphic_designer,5080,1359154,64.7721721858155,Other
children's_clothing_store,5002,1364156,65.01054870920684,Essential needs
doctor,4984,1369140,65.24806742023894,Health services
hardware_store,4982,1374122,65.48549081878666,Essential needs
bicycle_shop,4856,1378978,65.71690953081954,Essential needs
pet_groomer,4855,1383833,65.94828058661022,Social & Leisure
travel,4832,1388665,66.17855554883073,Social & Leisure
sporting_goods,4759,1393424,66.405351605372,Social & Leisure
park,4522,1397946,66.62085313251627,Social & Leisure
cosmetic_and_beauty_supplies,4494,1402440,66.83502028487949,Social & Leisure
psychologist,4481,1406921,67.04856790609432,Health services
eat_and_drink,4473,1411394,67.26173427737172,Essential needs
interior_design,4455,1415849,67.47404283628985,Other
arts_and_crafts,4351,1420200,67.6813951460211,Social & Leisure
fitness_trainer,4347,1424547,67.88855683078364,Social & Leisure
mobile_phone_store,4272,1428819,68.09214429738257,Essential needs
nutritionist,4042,1432861,68.28477082827979,Health services
topic_concert_venue,4034,1436895,68.47701610923954,Social & Leisure
theatre,3969,1440864,68.66616373445751,Social & Leisure
computer_hardware_company,3945,1444809,68.85416760986313,Other
shipping_center,3936,1448745,69.0417425790891,Civic and utility
taxi_service,3888,1452633,69.22703004869038,Social & Leisure
chinese_restaurant,3880,1456513,69.4119362683542,Social & Leisure
ice_cream_shop,3802,1460315,69.59312530112788,Social & Leisure
high_school,3800,1464115,69.7742190214172,Education
burger_restaurant,3794,1467909,69.95502680425342,Essential needs
agriculture,3764,1471673,70.1344048998242,Essential needs
convenience_store,3754,1475427,70.31330643297316,Essential needs
home_goods_store,3747,1479174,70.49187437242686,Essential needs
automotive_parts_and_accessories,3746,1482920,70.67039465563838,Essential needs
discount_store,3692,1486612,70.84634150177209,Essential needs
day_care_preschool,3667,1490279,71.02109694185128,Education
tire_dealer_and_repair,3614,1493893,71.19332660109485,Essential needs
yoga_studio,3533,1497426,71.36169610472173,Social & Leisure
osteopathic_physician,3525,1500951,71.52968435841116,Health services
life_coach,3512,1504463,71.69705308095223,Social & Leisure
tobacco_shop,3506,1507969,71.86413586604021,Essential needs
stadium_arena,3485,1511454,72.03021787004238,Social & Leisure
arts_and_entertainment,3479,1514933,72.19601393659147,Social & Leisure
event_photography,3457,1518390,72.36076156581255,Social & Leisure
dance_school,3450,1521840,72.52517560133838,Education
carpet_store,3443,1525283,72.68925604316892,Essential needs
commercial_industrial,3429,1528712,72.85266929760894,Civic and utility
men's_clothing_store,3357,1532069,73.0126513026119,Essential needs
sushi_restaurant,3304,1535373,73.17010752677923,Social & Leisure
boutique,3279,1538652,73.32637234489204,Social & Leisure
electronics,3270,1541922,73.4822082568252,Essential needs
martial_arts_club,3224,1545146,73.63585198161803,Social & Leisure
health_food_store,3218,1548364,73.78920976895778,Essential needs
pet_store,3207,1551571,73.9420433376335,Essential needs
gardener,3187,1554758,74.09392378146563,Other
music_school,3159,1557917,74.24446985051667,Education
laundromat,3126,1561043,74.3934432635757,Essential needs
public_and_government_association,3079,1564122,74.54017683325223,Civic and utility
delicatessen,3071,1567193,74.68652915299131,Essential needs
fruits_and_vegetables,3061,1570254,74.83240491030857,Essential needs
business_manufacturing_and_supply,3021,1573275,74.97637441793857,Civic and utility
casino,2944,1576219,75.11667439492061,Social & Leisure
youth_organizations,2941,1579160,75.2568314031761,Social & Leisure
sports_and_recreation_venue,2924,1582084,75.39617825531451,Social & Leisure
motorcycle_dealer,2852,1584936,75.53209385801584,Essential needs
toy_store,2811,1587747,75.66605555478776,Social & Leisure
business_advertising,2686,1590433,75.794060221287,Other
chocolatier,2680,1593113,75.92177895033313,Social & Leisure
notary_public,2678,1595791,76.04940236689492,Civic and utility
sewing_and_alterations,2647,1598438,76.17554843994908,Other
key_and_locksmith,2618,1601056,76.30031248197999,Essential needs
car_rental_agency,2614,1603670,76.42488589904217,Social & Leisure
diner,2604,1606274,76.54898275368251,Essential needs
dog_trainer,2591,1608865,76.67246007717452,Social & Leisure
ev_charging_station,2537,1611402,76.79336396358872,Civic and utility
religious_organization,2536,1613938,76.91422019376076,Civic and utility
brewery,2530,1616468,77.0347904864797,Social & Leisure
agricultural_service,2482,1618950,77.15307327957392,Civic and utility
barber,2455,1621405,77.27006935412925,Essential needs
sandwich_shop,2445,1623850,77.38658886626276,Essential needs
appliance_store,2439,1626289,77.50282244094319,Essential needs
home_health_care,2420,1628709,77.61815054702218,Health services
library,2412,1631121,77.73309740316371,Education
tutoring_center,2386,1633507,77.84680519700852,Education
dance_club,2372,1635879,77.9598458034628,Social & Leisure
music_venue,2361,1638240,78.07236219125308,Social & Leisure
psychotherapist,2353,1640593,78.18449732910591,Health services
tours,2303,1642896,78.29424965484966,Social & Leisure
lingerie_store,2301,1645197,78.40390666810906,Essential needs
storage_facility,2290,1647487,78.51303946270446,Essential needs
central_government_office,2288,1649775,78.6220769448155,Civic and utility
fire_department,2279,1652054,78.7306855207469,Civic and utility
beauty_product_supplier,2255,1654309,78.83815034686596,Essential needs
fashion_accessories_store,2243,1656552,78.94504329807883,Essential needs
indian_restaurant,2242,1658794,79.05188859304953,Social & Leisure
computer_store,2227,1661021,79.1580190443875,Essential needs
pet_services,2206,1663227,79.26314871463967,Essential needs
swimming_pool,2144,1665371,79.36532369787658,Social & Leisure
tax_services,2129,1667500,79.46678383748078,Civic and utility
topic_publisher,2123,1669623,79.56795803963188,Other
preschool,2114,1671737,79.66870333560337,Education
telecommunications_company,2099,1673836,79.76873378794211,Civic and utility
antique_store,2087,1675923,79.8681923653747,Social & Leisure
metal_fabricator,2080,1678003,79.967317349112,Other
rental_service,2075,1680078,80.06620405163841,Essential needs
auto_detailing,2021,1682099,80.162517317087,Other
cheese_shop,2020,1684119,80.25878292629342,Essential needs
property_management,2006,1686125,80.3543813481093,Civic and utility
amateur_sports_team,1984,1688109,80.44893133259721,Social & Leisure
organic_grocery_store,1979,1690088,80.54324303587418,Essential needs
police_department,1974,1692062,80.63731645794027,Civic and utility
thrift_store,1940,1694002,80.72976956777218,Essential needs
monument,1939,1695941,80.82217502136191,Social & Leisure
korean_grocery_store,1914,1697855,80.9133890688971,Essential needs
tea_room,1913,1699768,81.00455546019012,Social & Leisure
asian_restaurant,1909,1701677,81.09553122651441,Essential needs
nail_salon,1906,1703583,81.18636402411215,Social & Leisure
community_center,1901,1705484,81.276958540499,Civic and utility
trusts,1893,1707377,81.36717180694838,Civic and utility
internet_service_provider,1889,1709266,81.45719444842904,Civic and utility
auto_glass_service,1882,1711148,81.54688349621443,Essential needs
music_production,1881,1713029,81.63652488775763,Social & Leisure
garbage_collection_service,1881,1714910,81.72616627930086,Civic and utility
e_cigarette_store,1881,1716791,81.81580767084405,Essential needs
wedding_planning,1863,1718654,81.904591250028,Social & Leisure
car_wash,1862,1720516,81.99332717296977,Other
shopping_center,1857,1722373,82.08182481470062,Essential needs
wine_bar,1856,1724229,82.17027480018929,Social & Leisure
masonry_concrete,1845,1726074,82.25820056701397,Civic and utility
laboratory_testing,1840,1727914,82.34588805262774,Health services
family_practice,1840,1729754,82.43357553824151,Health services
museum,1817,1731571,82.52016693028511,Social & Leisure
cafetaria,1796,1733367,82.60575754124291,Social & Leisure
attractions_and_activities,1781,1735148,82.69063330856797,Social & Leisure
business_to_business,1753,1736901,82.77417470111196,Other
cinema,1745,1738646,82.8573348437185,Social & Leisure
metal_supplier,1724,1740370,82.93949420523923,Essential needs
marketing_consultant,1707,1742077,83.02084341064287,Other
dry_cleaning,1702,1743779,83.10195433483561,Essential needs
podiatrist,1677,1745456,83.18187385297382,Health services
travel_company,1669,1747125,83.26141212117457,Social & Leisure
greek_restaurant,1652,1748777,83.34014023325824,Social & Leisure
windows_installation,1640,1750417,83.41829647043573,Civic and utility
middle_school,1625,1752042,83.49573786398051,Education
cultural_center,1613,1753655,83.5726073826191,Social & Leisure
appraisal_services,1598,1755253,83.64876205762496,Civic and utility
department_store,1591,1756844,83.72458313893559,Essential needs
energy_company,1572,1758416,83.79949875164473,Civic and utility
public_plaza,1566,1759982,83.87412842690081,Social & Leisure
health_insurance_office,1557,1761539,83.94832919597725,Health services
atms,1553,1763092,84.02233934008495,Essential needs
bridge,1529,1764621,84.0952057343803,Civic and utility
ambulance_and_ems_services,1516,1766137,84.1674525975273,Health services
thai_restaurant,1514,1767651,84.23960414818994,Social & Leisure
turkish_restaurant,1500,1769151,84.31108851146205,Social & Leisure
pet_breeder,1495,1770646,84.38233459352324,Other
alternative_medicine,1491,1772137,84.4533900506157,Health services
bridal_shop,1467,1773604,84.52330175789581,Social & Leisure
media_news_company,1458,1775062,84.59278455899629,Other
home_developer,1446,1776508,84.66169548519058,Civic and utility
landscape_architect,1444,1777952,84.73051109890052,Civic and utility
architect,1420,1779372,84.79818296279811,Other
real_estate_service,1416,1780788,84.86566420172696,Civic and utility
child_care_and_day_care,1403,1782191,84.93252590950748,Education
lake,1397,1783588,84.99910167983488,Social & Leisure
used_car_dealer,1383,1784971,85.06501026277175,Essential needs
chiropractor,1378,1786349,85.13068056449772,Health services
mass_media,1363,1787712,85.19563602259097,Social & Leisure
travel_agents,1363,1789075,85.26059148068421,Social & Leisure
language_school,1356,1790431,85.32521334508219,Education
mortgage_broker,1348,1791779,85.3894539595427,Civic and utility
florist,1339,1793118,85.4532656678236,Essential needs
internal_medicine,1330,1794448,85.51664846992486,Health services
musical_instrument_store,1330,1795778,85.58003127202612,Social & Leisure
building_contractor,1322,1797100,85.64303282418993,Civic and utility
automotive_dealer,1314,1798414,85.70565312641628,Essential needs
reflexology,1310,1799724,85.76808280367392,Health services
massage,1305,1801029,85.83027419972063,Health services
furniture_assembly,1293,1802322,85.89189372086119,Essential needs
candy_store,1291,1803613,85.95341792951737,Essential needs
automotive_services_and_repair,1281,1804894,86.01446557575174,Essential needs
b2b_science_and_technology,1280,1806174,86.07546556574394,Other
japanese_restaurant,1277,1807451,86.13632258700957,Social & Leisure
office_equipment,1276,1808727,86.19713195203303,Essential needs
auto_company,1275,1810002,86.25789366081432,Other
desserts,1269,1811271,86.31836943214252,Essential needs
charity_organization,1252,1812523,86.37803504735363,Civic and utility
post_office,1251,1813774,86.43765300632256,Civic and utility
fabric_store,1241,1815015,86.49679440286967,Essential needs
labor_union,1239,1816254,86.55584048693242,Civic and utility
party_supply,1235,1817489,86.61469594602644,Social & Leisure
financial_advising,1226,1818715,86.67312249894084,Civic and utility
appellate_practice_lawyers,1221,1819936,86.73131077064433,Civic and utility
hvac_supplier,1220,1821156,86.78945138610563,Civic and utility
massage_therapy,1212,1822368,86.84721075162949,Health services
catholic_church,1209,1823577,86.9048271484268,Social & Leisure
pool_cleaning,1192,1824769,86.96163338910702,Civic and utility
agricultural_cooperatives,1191,1825960,87.01839197354506,Civic and utility
courier_and_delivery_services,1184,1827144,87.07481696428783,Essential needs
general_dentistry,1176,1828320,87.13086070509316,Health services
business,1167,1829487,87.18647553971886,Other
wholesaler,1155,1830642,87.24151849943837,Essential needs
acupuncture,1141,1831783,87.29589427176735,Health services
doner_kebab,1128,1832911,87.34965051294796,Essential needs
amusement_park,1126,1834037,87.40331144164422,Social & Leisure
campus_building,1125,1835162,87.45692471409829,Education
sports_and_fitness_instruction,1121,1836283,87.51034736158364,Social & Leisure
home_security,1119,1837402,87.56367469658461,Essential needs
mattress_store,1114,1838516,87.61676375037469,Essential needs
non_governmental_association,1105,1839621,87.66942389798514,Civic and utility
fishmonger,1103,1840724,87.72198873311122,Essential needs
furniture_manufacturers,1096,1841820,87.77421997454204,Other
castle,1095,1842915,87.82640355973066,Social & Leisure
mosque,1095,1844010,87.8785871449193,Social & Leisure
cocktail_bar,1094,1845104,87.93072307386575,Social & Leisure
tanning_salon,1079,1846183,87.98214415917947,Social & Leisure
energy_equipment_and_solution,1072,1847255,88.03323165079793,Civic and utility
lighting_store,1066,1848321,88.08403320496329,Essential needs
cottage,1065,1849386,88.13478710288649,Social & Leisure
land_surveying,1060,1850446,88.18530271959877,Civic and utility
career_counseling,1059,1851505,88.23577068006887,Education
business_to_business_services,1056,1852561,88.28609567181243,Civic and utility
truck_dealer_for_businesses,1054,1853615,88.33632535107162,Essential needs
broadcasting_media_production,1052,1854667,88.38645971784645,Social & Leisure
hearing_aids,1049,1855716,88.43645111589474,Health services
resort,1043,1856759,88.48615657648993,Social & Leisure
auto_manufacturers_and_distributors,1043,1857802,88.53586203708514,Other
paint_store,1039,1858841,88.5853768727116,Essential needs
history_museum,1038,1859879,88.6348440520959,Social & Leisure
nurse_practitioner,1022,1860901,88.68354873160528,Health services
evangelical_church,1022,1861923,88.73225341111467,Social & Leisure
appliance_repair_service,1019,1862942,88.78081512189752,Civic and utility
vitamins_and_supplements,1012,1863954,88.8290432389851,Essential needs
internet_marketing_service,1009,1864963,88.87712838734613,Other
screen_printing_t_shirt_printing,1008,1865971,88.92516587946497,Social & Leisure
horse_boarding,1001,1866972,88.97286977788855,Social & Leisure
breakfast_and_brunch_restaurant,998,1867970,89.02043070758559,Social & Leisure
food_delivery_service,998,1868968,89.06799163728262,Essential needs
pest_control_service,994,1869962,89.11536194201094,Civic and utility
medical_center,993,1870955,89.16268459049705,Health services
tapas_bar,987,1871942,89.2097213015301,Social & Leisure
sunglasses_store,986,1872928,89.25671035632095,Essential needs
food_beverage_service_distribution,982,1873910,89.3035087861431,Essential needs
golf_course,982,1874892,89.35030721596522,Social & Leisure
music_and_dvd_store,980,1875872,89.397010333303,Social & Leisure
tennis_court,977,1876849,89.44357048191421,Social & Leisure
farmers_market,971,1877820,89.48984469307236,Essential needs
translating_and_interpreting_services,962,1878782,89.53568999805086,Civic and utility
legal_services,960,1879742,89.581439990545,Civic and utility
seafood_restaurant,953,1880695,89.62685638934389,Social & Leisure
credit_union,949,1881644,89.67208216317401,Civic and utility
photography_store_and_services,941,1882585,89.71692668706672,Social & Leisure
health_spa,936,1883521,89.7615329297485,Social & Leisure
mountain,934,1884455,89.80604385994593,Social & Leisure
janitorial_services,930,1885385,89.85036416517464,Civic and utility
currency_exchange,929,1886314,89.89463681416115,Essential needs
self_storage_facility,929,1887243,89.93890946314767,Civic and utility
international_business_and_trade_services,910,1888153,89.98227664353274,Civic and utility
political_organization,910,1889063,90.02564382391782,Civic and utility
solar_installation,895,1889958,90.06829616067016,Civic and utility
online_shop,890,1890848,90.11071021621161,Essential needs
escape_rooms,887,1891735,90.15298130302651,Social & Leisure
surgical_appliances_and_supplies,882,1892617,90.1950141086305,Health services
bike_repair_maintenance,882,1893499,90.23704691423448,Social & Leisure
beach,881,1894380,90.2790320635963,Social & Leisure
government_services,880,1895260,90.32096955671594,Civic and utility
print_media,879,1896139,90.36285939359338,Other
auto_electrical_repair,877,1897016,90.40465391798647,Civic and utility
vocational_and_technical_school,877,1897893,90.44644844237956,Education
organization,871,1898764,90.48795702931956,Other
steakhouse,871,1899635,90.52946561625956,Social & Leisure
gift_shop,867,1900502,90.57078357823082,Social & Leisure
aquatic_pet_store,866,1901368,90.6120538839599,Essential needs
used_vintage_and_consignment,866,1902234,90.653324189689,Social & Leisure
structure_and_geography,860,1903094,90.694308557965,Civic and utility
motorcycle_repair,856,1903950,90.73510230127228,Essential needs
obstetrician_and_gynecologist,850,1904800,90.77561010712647,Health services
vietnamese_restaurant,840,1905640,90.81564135055883,Social & Leisure
audio_visual_equipment_store,832,1906472,90.85529134405377,Social & Leisure
medical_supply,830,1907302,90.89484602506433,Health services
german_restaurant,830,1908132,90.93440070607488,Social & Leisure
public_utility_company,828,1908960,90.97386007460108,Civic and utility
pancake_house,827,1909787,91.0132717868851,Social & Leisure
lumber_store,824,1910611,91.05254053044257,Essential needs
movie_television_studio,823,1911434,91.09176161775785,Social & Leisure
movers,820,1912254,91.1308397363466,Civic and utility
newspaper_and_magazines_store,805,1913059,91.16920301130264,Essential needs
orthopedist,803,1913862,91.20747097377429,Health services
equestrian_facility,796,1914658,91.24540534255068,Social & Leisure
flooring_contractors,793,1915451,91.28319674260054,Civic and utility
sign_making,789,1916240,91.32079751768167,Other
environmental_conservation_organization,789,1917029,91.35839829276277,Civic and utility
bar_and_grill_restaurant,785,1917814,91.39580844287518,Social & Leisure
kids_recreation_and_party,776,1918590,91.43278968680795,Social & Leisure
linen,774,1919364,91.46967561825635,Essential needs
belgian_restaurant,771,1920135,91.5064185809782,Social & Leisure
mexican_restaurant,769,1920904,91.5430662312157,Social & Leisure
video_game_store,766,1921670,91.57957091272665,Social & Leisure
social_and_human_services,766,1922436,91.6160755942376,Civic and utility
countertop_installation,764,1923200,91.65248496326419,Other
pharmaceutical_products_wholesaler,750,1923950,91.68822714490024,Health services
senior_citizen_services,749,1924699,91.7239216702941,Health services
medical_research_and_development,748,1925447,91.7595685394458,Health services
drywall_services,747,1926194,91.79516775235528,Civic and utility
recycling_center,745,1926939,91.83067165278042,Civic and utility
commercial_real_estate,742,1927681,91.86603258447903,Other
chemical_plant,741,1928422,91.90134585993545,Civic and utility
fish_and_chips_restaurant,740,1929162,91.93661147914968,Social & Leisure
animal_shelter,737,1929899,91.97173412963737,Civic and utility
beer_garden,737,1930636,92.00685678012506,Social & Leisure
food_truck,733,1931369,92.04178880564402,Social & Leisure
boat_rental_and_training,732,1932101,92.07667317492081,Social & Leisure
medical_service_organizations,729,1932830,92.11141457547104,Health services
fireplace_service,729,1933559,92.14615597602128,Civic and utility
pet_sitting,728,1934287,92.18084972032933,Social & Leisure
auto_body_shop,727,1935014,92.21549580839522,Essential needs
psychic,723,1935737,92.24995127149236,Social & Leisure
public_relations,719,1936456,92.2842161096208,Civic and utility
machine_shop,717,1937173,92.31838563526486,Other
occupational_therapy,716,1937889,92.35250750466673,Health services
beer_bar,715,1938604,92.38658171782643,Social & Leisure
art_school,714,1939318,92.42060827474396,Education
playground,714,1940032,92.45463483166148,Social & Leisure
metals,713,1940745,92.48861373233682,Other
social_media_agency,709,1941454,92.52240200804343,Other
media_agency,708,1942162,92.55614262750785,Other
lounge,703,1942865,92.58964496576138,Social & Leisure
hair_stylist,702,1943567,92.6230996477727,Social & Leisure
political_party_office,695,1944262,92.65622073608878,Civic and utility
art_museum,694,1944956,92.68929416816268,Social & Leisure
escrow_services,685,1945641,92.72193869405694,Civic and utility
fence_and_gate_sales_service,685,1946326,92.75458321995119,Other
kitchen_supply_store,682,1947008,92.7870847771189,Essential needs
motorsport_vehicle_dealer,667,1947675,92.8188714906539,Social & Leisure
disability_services_and_support_organization,665,1948340,92.85056289170453,Health services
cabinet_sales_service,665,1949005,92.88225429275515,Essential needs
laser_hair_removal,664,1949669,92.9138980375636,Health services
dog_walkers,662,1950331,92.9454464698877,Social & Leisure
water_treatment_equipment_and_services,658,1950989,92.97680427724305,Civic and utility
courthouse,658,1951647,93.00816208459841,Civic and utility
radio_station,653,1952300,93.03928161074286,Social & Leisure
iron_and_steel_industry,651,1952951,93.07030582440295,Civic and utility
glass_and_mirror_sales_service,649,1953600,93.10123472557868,Other
hostel,647,1954247,93.13206831427004,Social & Leisure
weight_loss_center,646,1954893,93.16285424671923,Health services
pediatrician,645,1955538,93.19359252292622,Health services
shoe_repair,642,1956180,93.22418783040668,Essential needs
hunting_and_fishing_supplies,641,1956821,93.25473548164496,Social & Leisure
food,640,1957461,93.28523547664106,Essential needs
hobby_shop,640,1958101,93.31573547163715,Social & Leisure
water_heater_installation_repair,638,1958739,93.34614015414888,Civic and utility
cabin,638,1959377,93.37654483666061,Social & Leisure
cupcake_shop,633,1960010,93.40671123796143,Essential needs
b2b_textiles,632,1960642,93.43682998302008,Other
excavation_service,627,1961269,93.46671044686782,Civic and utility
hookah_bar,626,1961895,93.49654325447338,Social & Leisure
tiling,624,1962519,93.52628074959456,Other
optometrist,619,1963138,93.55577996350485,Health services
pilates_studio,617,1963755,93.58518386493077,Social & Leisure
textile_mill,617,1964372,93.61458776635669,Other
psychiatrist,614,1964986,93.64384869905608,Health services
telecommunications,612,1965598,93.67301431927109,Civic and utility
rental_services,612,1966210,93.70217993948611,Essential needs
river,610,1966820,93.73125024721676,Other
tree_services,610,1967430,93.76032055494741,Civic and utility
american_restaurant,606,1968036,93.78920023770934,Social & Leisure
gastropub,605,1968641,93.81803226422907,Social & Leisure
educational_services,604,1969245,93.84681663450665,Education
fire_protection_service,602,1969847,93.87550569229984,Civic and utility
television_service_providers,602,1970449,93.90419475009305,Civic and utility
cremation_services,600,1971049,93.93278849540188,Civic and utility
tile_store,598,1971647,93.96128692822636,Essential needs
soccer_field,595,1972242,93.98964239232428,Social & Leisure
investing,592,1972834,94.01785488769569,Other
vegetarian_restaurant,587,1973421,94.04582910185616,Social & Leisure
towing_service,587,1974008,94.07380331601665,Civic and utility
auto_parts_and_supply_store,585,1974593,94.10168221769275,Essential needs
electric_utility_provider,584,1975177,94.1295134631267,Civic and utility
osteopath,577,1975754,94.15701111486537,Health services
mediterranean_restaurant,574,1976328,94.18436579787749,Social & Leisure
assisted_living_facility,574,1976902,94.21172048088961,Health services
pet_boarding,573,1977475,94.23902750765954,Social & Leisure
chicken_restaurant,573,1978048,94.26633453442949,Social & Leisure
train_station,571,1978619,94.29354624871506,Civic and utility
eye_care_clinic,571,1979190,94.32075796300064,Health services
masonry_contractors,566,1979756,94.34773139607532,Civic and utility
installment_loans,564,1980320,94.37460951666563,Essential needs
sports_wear,562,1980882,94.40139232477158,Essential needs
barbecue_restaurant,561,1981443,94.42812747663534,Social & Leisure
airport,560,1982003,94.45481497225691,Civic and utility
meditation_center,549,1982552,94.4809782492145,Social & Leisure
temp_agency,544,1983096,94.50690324496118,Civic and utility
engine_repair_service,540,1983636,94.53263761573915,Civic and utility
speech_therapist,537,1984173,94.55822901779055,Health services
specialty_school,531,1984704,94.58353448238887,Education
corporate_office,530,1985234,94.60879229074501,Civic and utility
home_and_garden,527,1985761,94.63390713037461,Essential needs
window_supplier,523,1986284,94.6588313450355,Essential needs
bike_rentals,523,1986807,94.68375555969637,Social & Leisure
secretarial_services,521,1987328,94.70858446187286,Civic and utility
plastic_surgeon,518,1987846,94.73327039532282,Health services
