primary,count,cumulative_count,cumulative_percent,tag
spray_tanning,2,2098158,99.99032578283717,Social & Leisure
blueprinters,2,2098160,99.99042109532154,Civic and utility
diy_foods_restaurant,2,2098162,99.99051640780591,Social & Leisure
muay_thai_club,2,2098164,99.99061172029027,Social & Leisure
artificial_turf,2,2098166,99.99070703277462,Social & Leisure
photography_museum,2,2098168,99.99080234525898,Social & Leisure
party_bus_rental,2,2098170,99.99089765774335,Social & Leisure
boxing_club,2,2098172,99.99099297022772,Social & Leisure
state_park,2,2098174,99.99108828271208,Social & Leisure
disc_golf_course,2,2098176,99.99118359519645,Social & Leisure
farm_equipment_repair_service,2,2098178,99.99127890768081,Essential needs
tanning_bed,2,2098180,99.99137422016517,Social & Leisure
lawn_bowling_club,2,2098182,99.99146953264953,Social & Leisure
product_design,2,2098184,99.9915648451339,Education
ruin,2,2098186,99.99166015761826,Social & Leisure
agricultural_engineering_service,2,2098188,99.99175547010262,Civic and utility
nicaraguan_restaurant,2,2098190,99.99185078258698,Social & Leisure
pumpkin_patch,2,2098192,99.99194609507136,Social & Leisure
flour_mill,2,2098194,99.9920414075557,Essential needs
b2b_farms,2,2098196,99.99213672004007,Essential needs
hungarian_restaurant,2,2098198,99.99223203252443,Social & Leisure
science_schools,2,2098200,99.99232734500879,Education
fitness_equipment_wholesaler,2,2098202,99.99242265749317,Social & Leisure
bulgarian_restaurant,2,2098204,99.99251796997753,Social & Leisure
community_health_center,2,2098206,99.99261328246189,Health services
emergency_medicine,2,2098208,99.99270859494625,Health services
gerontologist,2,2098210,99.9928039074306,Health services
rodeo,2,2098212,99.99289921991497,Social & Leisure
editorial_services,2,2098214,99.99299453239934,Other
officiating_services,2,2098216,99.9930898448837,Civic and utility
burmese_restaurant,2,2098218,99.99318515736806,Essential needs
pen_store,2,2098220,99.99328046985242,Essential needs
basque_restaurant,2,2098222,99.99337578233678,Social & Leisure
molecular_gastronomy_restaurant,2,2098224,99.99347109482115,Social & Leisure
kiteboarding_instruction,2,2098226,99.99356640730551,Social & Leisure
beach_resort,2,2098228,99.99366171978987,Social & Leisure
wine_tasting_room,2,2098230,99.99375703227423,Social & Leisure
exterior_design,2,2098232,99.99385234475861,Other
fidelity_and_surety_bonds,2,2098234,99.99394765724297,Civic and utility
speech_training,2,2098236,99.99404296972733,Education
private_equity_firm,2,2098238,99.99413828221168,Other
pharmacy_schools,2,2098240,99.99423359469604,Education
social_security_law,2,2098242,99.99432890718042,Civic and utility
immigration_and_naturalization,2,2098244,99.99442421966478,Civic and utility
custom_cakes_shop,2,2098246,99.99451953214914,Essential needs
racing_experience,2,2098248,99.9946148446335,Social & Leisure
holistic_animal_care,2,2098250,99.99471015711786,Health services
duplication_services,2,2098252,99.99480546960223,Civic and utility
mexican_grocery_store,2,2098254,99.99490078208659,Essential needs
denim_wear_store,2,2098256,99.99499609457095,Essential needs
cheesesteak_restaurant,2,2098258,99.99509140705531,Social & Leisure
australian_restaurant,2,2098260,99.99518671953967,Social & Leisure
pretzels,2,2098262,99.99528203202405,Essential needs
wok_restaurant,2,2098264,99.99537734450841,Social & Leisure
oil_and_gas_exploration_and_development,2,2098266,99.99547265699277,Civic and utility
motorsport_vehicle_repair,2,2098268,99.99556796947712,Social & Leisure
stress_management_services,2,2098270,99.99566328196148,Health services
hydrotherapy,2,2098272,99.99575859444586,Health services
trampoline_park,1,2098273,99.99580625068803,Social & Leisure
slovakian_restaurant,1,2098274,99.99585390693022,Social & Leisure
firearm_training,1,2098275,99.9959015631724,Social & Leisure
rest_stop,1,2098276,99.99594921941458,Essential needs
corporate_gift_supplier,1,2098277,99.99599687565677,Other
school_district_offices,1,2098278,99.99604453189895,Education
beach_bar,1,2098279,99.99609218814113,Social & Leisure
veterinary_schools,1,2098280,99.99613984438331,Education
media_critic,1,2098281,99.9961875006255,Social & Leisure
live_and_raw_food_restaurant,1,2098282,99.99623515686767,Social & Leisure
trinidadian_restaurant,1,2098283,99.99628281310984,Social & Leisure
bar_crawl,1,2098284,99.99633046935203,Social & Leisure
water_delivery,1,2098285,99.9963781255942,Essential needs
health_retreats,1,2098286,99.9964257818364,Health services
cheese_tasting_classes,1,2098287,99.99647343807858,Social & Leisure
salvadoran_restaurant,1,2098288,99.99652109432076,Social & Leisure
japanese_grocery_store,1,2098289,99.99656875056294,Essential needs
meat_restaurant,1,2098290,99.99661640680512,Social & Leisure
attraction_farm,1,2098291,99.9966640630473,Social & Leisure
shoe_shining_service,1,2098292,99.9967117192895,Social & Leisure
wildlife_hunting_range,1,2098293,99.99675937553167,Social & Leisure
business_banking_service,1,2098294,99.99680703177386,Essential needs
gymnastics_club,1,2098295,99.99685468801603,Social & Leisure
houseboat,1,2098296,99.9969023442582,Social & Leisure
memorial_park,1,2098297,99.99695000050039,Social & Leisure
diy_auto_shop,1,2098298,99.99699765674256,Social & Leisure
casting_molding_and_machining,1,2098299,99.99704531298475,Civic and utility
boudoir_photography,1,2098300,99.99709296922693,Social & Leisure
canteen,1,2098301,99.99714062546911,Essential needs
holiday_market,1,2098302,99.9971882817113,Social & Leisure
public_adjuster,1,2098303,99.99723593795348,Civic and utility
orchard,1,2098304,99.99728359419566,Social & Leisure
low_income_housing,1,2098305,99.99733125043784,Essential needs
aircraft_parts_and_supplies,1,2098306,99.99737890668003,Other
smokehouse,1,2098307,99.99742656292221,Social & Leisure
sperm_clinic,1,2098308,99.99747421916439,Health services
vascular_medicine,1,2098309,99.99752187540658,Health services
traditional_chinese_medicine,1,2098310,99.99756953164875,Health services
serbo_croation_restaurant,1,2098311,99.99761718789092,Social & Leisure
retaining_wall_supplier,1,2098312,99.99766484413311,Civic and utility
blow_dry_blow_out_service,1,2098313,99.99771250037529,Social & Leisure
weather_forecast_services,1,2098314,99.99776015661747,Civic and utility
potato_restaurant,1,2098315,99.99780781285965,Social & Leisure
acne_treatment,1,2098316,99.99785546910184,Health services
trail,1,2098317,99.99790312534402,Social & Leisure
hockey_equipment,1,2098318,99.9979507815862,Social & Leisure
temple,1,2098319,99.99799843782839,Social & Leisure
farm_insurance,1,2098320,99.99804609407056,Essential needs
props,1,2098321,99.99809375031275,Social & Leisure
pick_your_own_farm,1,2098322,99.99814140655494,Social & Leisure
senegalese_restaurant,1,2098323,99.99818906279711,Social & Leisure
estate_liquidation,1,2098324,99.99823671903928,Other
dinner_theater,1,2098325,99.99828437528147,Social & Leisure
cardiovascular_and_thoracic_surgeon,1,2098326,99.99833203152365,Health services
country_club,1,2098327,99.99837968776583,Social & Leisure
walking_tours,1,2098328,99.99842734400801,Social & Leisure
mountain_huts,1,2098329,99.9984750002502,Social & Leisure
wine_tasting_classes,1,2098330,99.99852265649237,Social & Leisure
canyon,1,2098331,99.99857031273456,Social & Leisure
pet_photography,1,2098332,99.99861796897675,Social & Leisure
paddleboard_rental,1,2098333,99.99866562521892,Social & Leisure
windshield_installation_and_repair,1,2098334,99.99871328146111,Essential needs
fish_restaurant,1,2098335,99.99876093770328,Social & Leisure
brazilian_jiu_jitsu_club,1,2098336,99.99880859394547,Social & Leisure
restaurant_management,1,2098337,99.99885625018766,Social & Leisure
doula,1,2098338,99.99890390642983,Health services
gay_and_lesbian_services_organization,1,2098339,99.998951562672,Social & Leisure
taxi_rank,1,2098340,99.9989992189142,Civic and utility
bookmakers,1,2098341,99.99904687515637,Social & Leisure
eyebrow_service,1,2098342,99.99909453139855,Social & Leisure
ems_training,1,2098343,99.99914218764073,Education
table_tennis_club,1,2098344,99.99918984388292,Social & Leisure
friterie,1,2098345,99.99923750012509,Social & Leisure
sake_bar,1,2098346,99.99928515636728,Social & Leisure
video_game_critic,1,2098347,99.99933281260947,Social & Leisure
b2b_storage_and_warehouses,1,2098348,99.99938046885164,Civic and utility
uzbek_restaurant,1,2098349,99.99942812509383,Social & Leisure
catalan_restaurant,1,2098350,99.999475781336,Social & Leisure
chilean_restaurant,1,2098351,99.99952343757819,Social & Leisure
indian_grocery_store,1,2098352,99.99957109382038,Essential needs
scottish_restaurant,1,2098353,99.99961875006255,Social & Leisure
foundation_repair,1,2098354,99.99966640630473,Civic and utility
cancer_treatment_center,1,2098355,99.9997140625469,Health services
mailbox_center,1,2098356,99.99976171878909,Civic and utility
apiaries_and_beekeepers,1,2098357,99.99980937503128,Other
environmental_abatement_services,1,2098358,99.99985703127345,Civic and utility
pet_transportation,1,2098359,99.99990468751564,Other
wine_tours,1,2098360,99.99995234375781,Social & Leisure
forestry_consultants,1,2098361,100.0,Civic and utility
